,text,class_id,website
2820,"Senator Ted Cruz comments on the 'mainstream' media and how many networks have called the presidential election in favor of Joe Biden while state outcomes are still legally in question by the Trump campaign, as well as the perceived bias against conservatives he sees on social media, and the current state of the FBI. - via The Chris Salcedo Show, weekdays at 5PM ET on Newsmax TV

Watch Newsmax TV on Directv 349, Xfinity 1115, Dish 216, Spectrum (see channels), Cox, Optimum, U-Verse 1120, FiOS 615, Suddenlink, CenturyLink 1209, Mediacom 277, Fubo, Sling, WOW!, Armstrong, YouTube live stream, or the Newsmax smartphone APP. Find your cable/streaming provider here: http://nws.mx/tv

Stay up-to-date at https://www.newsmax.com/

Like Newsmax on Facebook: https://www.facebook.com/newsmax/

Follow Newsmax on Twitter: https://twitter.com/newsmax

Follow Newsmax on Instagram: https://www.instagram.com/newsmax/",1,Newsmax TV
2821,"From Seattle's CHAZ (Capitol Hill Autonomous Zone), this black woman delivers one of the best defenses of President Trump you'll ever see, shocking the white liberals listening. WATCH African woman's BRUTAL response to Nancy Pelosi: https://www.youtube.com/watch?v=WnzaXk_Rz7A

Check out Bevelyn Beatty's Youtube Channel: https://www.youtube.com/channel/UC1KMp27GY6L9Nqfi21P3ogw/feed

► Click HERE to subscribe to BlazeTV on Youtube! https://bit.ly/2KJHuwu

►Click HERE to join BlazeTV! https://get.blazetv.com/

► JOIN our NEWSLETTER - https://theblaze.com/newsletters

Connect with us on Social Media: 
http://twitter.com/BlazeTV
http://instagram.com/TheBlazeTV
http://facebook.com/BlazeMedia",1,BlazeTV
2822,"In Jezebel Muses, a new music video series, Jenn Wasner of Flock of Dimes chats and plays some brand new songs.

Read more: http://bit.ly/2d6c7IE

Jezebel: Celebrity, sex, fashion for women. Without airbrushing. http://jezebel.com",0,Jezebel
2823,"Charles C. W. Cooke attends the New York Times Walkout on October 8th, 2012 and is told by a union representative that the paper's pro-union posturing is hypocritical.",1,National Review
2824,"http://www.rightwingwatch.org/content/beck-if-anyone-does-anything-company-because-global-warming-theyre-fired

Glenn Beck is mad that his employees have started recycling, so he set down a new policy that anyone who does anything because of global warming will be fired.",0,RWW Blog
2825,Columnist blasts the 'moral disapproval of people who own guns.',1,Fox News
2826,"Yusef Salaam, who was wrongly convicted and imprisoned as one of the “Central Park Five,” details how his life was turned upside down one day in 1989 — and how he felt when the charges were dropped decades later.

Director: Jenny Carchman

“We Are Witnesses”: A Portrait of Crime and Punishment in America

Still haven’t subscribed to The New Yorker on YouTube ►► 
http://bit.ly/newyorkeryoutubesub
 


Yusef Salaam | The Marshall Project | The New Yorker",0,The New Yorker
2827,The Obama Administration paid $400 million in cash to Iran the day four American hostages were released. Coincidence? Not likely.,1,National Review
2828,"1898 film, “Something Good—Negro Kiss” is the first known kiss between African-Americans in film. Here's it's story
Subscribe to The Root: https://goo.gl/QMOjBE
 
Visit us at: http://www.theroot.com/
Like us at: https://www.facebook.com/TheRoot
Follow us at: https://twitter.com/theroot
View us: http://instagram.com/the.root
 
Watch more from Fusion friends:
Fusion: http://fus.in/subscribe
F-Comedy: https://goo.gl/Q27Mf7
Fusion TV: https://goo.gl/1IbZ1B
Gizmodo: https://goo.gl/YTRLAE
Kotaku: https://goo.gl/OcnXv7
Deadspin:  https://goo.gl/An7N8g
Jezebel:  https://goo.gl/XNsnCJ
Lifehacker:  https://goo.gl/3rNmzw
Io9:  https://goo.gl/ismnzP
Jalopnik:  https://goo.gl/u7sDEk
Sploid:  https://goo.gl/4yq2UY",0,The Root
2829,"Follow us:
http://www.politichicks.com
http://www.facebook.com/politichicks
http://www.twitter.com/ThePolitiChicks

Follow us:
http://www.politichicks.com
http://www.facebook.com/politichicks
http://www.twitter.com/ThePolitiChicks

Shop:
www.politichicks.com 

PolitiChicks began as the first conservative webTV talk show. Today, PolitiChicks.com is a popular and respected daily website featuring commentary from writers across the U.S.",1,PolitiChicks
2830,"When a headless body washed up in the calm waters of the Texas gulf coast, investigators began to unravel a crime that led first to a drug cartel assassin, then to a locked safe containing​ more than a kilo of cocaine, methamphetamine, a gold-plated pistol— and U.S. Border Patrol agent Joel Luna’s badge.

For more, read the story ‘Not One Bad Apple': https://www.theatlantic.com/politics/archive/1857/11/not-one-bad-apple/525327/?preview=PFqcoBn17jCF5ENWZwx6TV6Pk4k

Author: Jeremy Raff

Subscribe to The Atlantic on YouTube: http://bit.ly/subAtlanticYT",0,The Atlantic
2831,"JOIN US AT http://WWW.ENDVOTERFRAUDNOW.COM

UPDATE: PATRICK MORAN NOW BEING INVESTIGATED BY ARLINGTON COUNTY POLICE DEPARTMENT.

""Effective immediately, I have resigned from the Moran for Congress campaign,"" Patrick Moran said in a statement to TPM sent from his campaign email address. http://bitly.com/QYwF22
 
Watch our Project Veritas reporter being educated on how to properly commit massive voter fraud by the son of a sitting US Congressman. Patrick Moran, son of Congressman James Moran, discusses forging utility bills and impersonating pollsters, all for the goal of circumventing voter ID laws in Virginia and casting ballots for unsuspecting inactive voters within the state for Barack Obama. Patrick Moran holds the salaried title of Field Director for his father's congressional campaign, and assures our reporter that ""committee"" lawyers will defend his fraud if the forged documents ""look good"".",1,Project Veritas
2832,"Donate to help us get to future rallies: https://rsbnetwork.com/donate

Purchase the coins seen on today's broadcast: http://dismecoins.com

Wednesday December 18, 2019: Join RSBN for LIVE coverage from Battle Creek, MI as President Donald Trump holds a MERRY CHRISTMAS Rally at the Kellogg Arena. President Trump is expected to speak at 7:00pm EST.

🔴 President Donald Trump Rally LIVE in Battle Creek, MI 12/18/19

#Trump #Rally #Live

🔴  Subscribe to RSBN for more LIVE streams and Breaking NEWS: http://bit.ly/2gDGbkh

🔴  Donate to RSBN and help keep us on the air: http://rsbn.tv/donate

🔴  Follow us on Twitter for breaking news updates: http://twitter.com/RSBNetwork

🔴  Like us on Facebook for more live streams and updates: http://facebook.com/rightsidebroadcasting

🔴  Subscribe to RSBN for more LIVE streams and Breaking NEWS: http://bit.ly/2gDGbkh

🔴  Donate to RSBN and help keep us on the air: http://rsbn.tv/donate

🔴  Follow us on Twitter for breaking news updates: http://twitter.com/RSBNetwork

🔴  Like us on Facebook for more live streams and updates: http://facebook.com/rightsidebroadcasting",1,Right Side Broadcasting Network
2833,"KlowdTV is offering a FREE trial package until the end of 2020, that includes OAN
https://klowdtv.com/free.ktv

Tired of censorship from other social media platforms? Join us on Free Talk
Free Talk is OANs new social platform.
Users can post, chat and connect with other members.
It allows Free Speech at home, on the go and anywhere in the world, No SHADOWBANNING!
https://freetalk.app

Website: https://www.oann.com
Facebook: https://www.facebook.com/OneAmericaNewsNetwork
Twitter: https://twitter.com/OANN
Instagram: https://www.instagram.com/one_america_news_/

KlowdTV:
Watch OAN Live on KlowdTV subscription prices start at $4.99 /mo
https://klowdtv.com",1,One America News Network
2834,"Stop The Censorship. Support The Daily Wire. https://utm.io/ugAl

Ben Shapiro reacts to the social media crackdown that is happening against Conservatives, including comedian Steven Crowder, that has caused by the mainstream media company Vox.

Watch the full episode here: http://bit.ly/2QWI6yo

To watch the full show live, become a Daily Wire premium subscriber; comes with your own Leftist Tears Tumbler: https://www.dailywire.com/subscribe",1,The Daily Wire
2835,"SUBSCRIBE TO OUR CHANNEL!

Support our work with tax deductible donation: https://www.projectveritas.com/donate

Sign up to get our emails: https://confirmsubscription.com/h/j/EC8A17570A033FCC

Follow us on social media:

Project Veritas 
Facebook: https://www.facebook.com/ProjectVeritas
Twitter: https://www.twitter.com/Project_Veritas
Instagram: https://www.instagram.com/project_veritas/

James O'Keefe
Facebook: https://w.facebook.com/JamesOKeefeAuthor
Twitter: https://www.titter.com/jamesokeefeiii
Instagram: https://ww.instagram.com/jamesokeefeiii",1,Project Veritas
2836,20 years later Joanna Rothkopf breaks down season 1 of the hit HBO show 'Sex and the City.',0,Jezebel
2837,"House Minority Whip Steve Scalise and Rep. Liz Cheney joined fellow GOP leaders in knocking the Biden administration for its immigration crisis in a Wednesday news conference.

For more news, visit our site: https://www.westernjournal.com/

Facebook: https://www.facebook.com/WesternJournal/
Twitter: https://twitter.com/WestJournalism",1,The Western Journal
2838,"Follow us:
http://www.politichicks.com
http://www.facebook.com/politichicks
http://www.twitter.com/ThePolitiChicks

About PolitiChicks.com:  Led by owners Ann-Marie Murrell and Morgan Brittany, PolitiChicks.com represents strong, independent, and accomplished conservative women. PolitiChicks.com provides news, original commentary, and video in inimitable, innovative ways, bringing  you interviews from the nation's political leaders, newsmakers and conservative entertainers.

PolitiChicks.com believes conservative women—with their maternal instincts and warrior spirit-- can change the world. PolitiChicks.com is giving them the voice to do so and we invite you to visit us every day as we continue to grow and evolve.",1,PolitiChicks
2839,"Glenn Beck rally: The Villages retirement community in Florida, November 21, 2009 Glenn Beck wants a hundred year plan.",0,mediamatters4america
2840,"For all the latest news and commentary, visit https://www.ConservativeReview.com ; CR on FB: https://goo.gl/PcTXE2
Michelle Malkin calls out the Drudge Report for its transparent bias and double standard.",1,Conservative Review
2841,"Campus Reform Digital Reporter Eduardo Neret asked young Americans if they support paying reparations for slavery, and if Democrats, given the party's history in supporting slavery, should pay. 

-----------------------------------------------------------------------------------------------------------

Follow us on Twitter ► http://twitter.com/campusreform
Like us on Facebook ► http://www.facebook.com/CampusReform

Campus Reform, a project of the Leadership Institute, is America's leading site for college news. As a watchdog to the nation's higher education system, Campus Reform exposes bias and abuse on the nation's college campuses.

Our team of professional journalists works alongside student activists and student journalists to report on the conduct and misconduct of university administrators, faculty, and students.

Campus Reform holds itself to rigorous journalism standards and strives to present each story with accuracy, objectivity, and public accountability.",1,Campus Reform
2842,"Visit our website at https://conservativetribune.com/ !

Check out our other channels!
Western Journalism: https://www.youtube.com/user/WCJournalism
Liftable: https://www.youtube.com/channel/UCdAeyK7tQMVijfzUz78ay0w
The Wildcard: https://www.youtube.com/channel/UCMfrbS8fZ-ACOV2LP0ouNpA

Song from DJ Quads: https://soundcloud.com/aka-dj-quads",1,Conservative Tribune
2843,"What Trump said at his recent press conference, regarding neo-Nazis and Charlottesville, came directly from Fox News.",0,mediamatters4america
2844,"MRIs are a powerful tool to diagnose and track disease but there's concern that the contrast dyes sometimes used may be dangerous for some. This week, Chuck Norris and his wife discuss what happened after Gena Norris had three MRIs in one week.",1,Full Measure with Sharyl Attkisson
2845,"Is 'pro-business' the same as 'pro-market'? On June 15, TAC convened a panel to discuss the cozy relationships between government and business, and make the case that the growth of crony capitalism runs counter to a truly conservative economic policy.

Featuring: Amb. C. Boyden Gray, David M. Smick, Tim Carney, and Veronique de Rugy.  Moderated by Robert W. Merry.",1,The American Conservative
2846,,1,The Daily Wire
2847,"Vice President Mike Pence gave his final speech as VP, thanking the men and women of the 10th Mountain Division and US troops stationed at Fort Drum and around the world for their service.

For more news, visit our site: https://www.westernjournal.com/

Facebook: https://www.facebook.com/WesternJournal/
Twitter: https://twitter.com/WestJournalism",1,The Western Journal
2848,"2020 around the corner Trump administration has been under constant attack by a collective of legacy news outlets, political actors, and policy-focused front organizations that have created a constant picture of chaos in the United States and in the White House. We see the democrats focused in on Trump, the Mueller Report, the Trump Russia Investigation, the trump FBI investigation amongst others
So In today's story, we go in-depth AND UNCOVER how legacy news outlets and politicians maintain their illusion of chaos
#Trumpadministration #MuellerInvestigation #trump2020
Original Story by investigative reporter Joshua Philipp
https://www.theepochtimes.com/author-joshua-philipp

Subscribe to our channel
http://www.youtube.com/c/EpochTimesNews",1,The Epoch Times
2849,"Have you ever wanted to see Patti LaBelle, Dolly Parton, and Aretha Franklin go head-to-head Iron Chef style? We did too, but for various reasons (packed schedules, death etc...) we couldn’t book them.

So welcome to the 1st annual Jezebel celebrity bake off! We asked Jezebel staffers to make Dolly Parton’s banana pudding, Aretha Franklin’s peach cobbler, and Patti LaBelle’s sweet potato pie, to figure out which queen is the queen of dessert.",0,Jezebel
2850,"http://www.rightwingwatch.org/post/jim-bakker-says-we-will-one-day-answer-to-god-because-we-made-fun-of-jim-bakker-all-those-years/

Right Wing Watch reports on the extreme rhetoric and activities of key right-wing figures and organizations by showing their views in their own words. In this clip, Jim Bakker says that those who mock him will one day have to answer to God.",0,RWW Blog
2851,"CALLING ALL HOTTIES! 🔥🔥🔥

Houston's own Megan Thee Stallion gives us the keys to having a Hot Girl Summer, tells us who gets to have one, and shares what it means to ""drive the boat.""",0,The Root
2852,"On July 14, 1789, French revolutionaries stormed the Bastille, marking the beginning to the French Revolution. Today, France celebrates Bastille Day.",1,LifeZette
2853,"Campus Reform Digital Reporter Eduardo Neret went to Georgetown University to ask students about the Trump administration's raid against ISIS leader al-Baghdadi. Some students did not believe Trump deserved credit, and said they preferred how Obama handled the bin Laden raid. 

Read the story here: https://campusreform.org/?ID=13928
-----------------------------------------------------------------------------------------------------------

Follow us on Twitter ► http://twitter.com/campusreform
Like us on Facebook ► http://www.facebook.com/CampusReform

Campus Reform, a project of the Leadership Institute, is America's leading site for college news. As a watchdog to the nation's higher education system, Campus Reform exposes bias and abuse on the nation's college campuses.

Our team of professional journalists works alongside student activists and student journalists to report on the conduct and misconduct of university administrators, faculty, and students.

Campus Reform holds itself to rigorous journalism standards and strives to present each story with accuracy, objectivity, and public accountability.",1,Campus Reform
2854,"As the coronavirus pandemic rages on, there’s more controversy than clarity when it comes to issues like lockdowns, vaccines, immunity and origin. What do we really know, and what’s still a mystery? Today, we cut through rumor and misreporting in a special interview at the key military research lab for fighting infectious diseases in Ft. Detrick, Maryland. 
---------
Full Measure is a weekly Sunday news program focusing on investigative, original and accountability reporting. The host is Sharyl Attkisson, five-time Emmy Award winner and recipient of the Edward R. Murrow award for investigative reporting. She is backed by a team of award winning journalists.

Each week, we have a cover story that explores untouchable topics in a fearless way including: immigration, terrorism, government waste, national security and whistleblower reports on government and corporate abuse and misdeeds.

Full Measure is broadcast to 43 million households in 79 markets on 162 Sinclair Broadcast Group stations, including ABC, CBS, NBC, FOX, CW, MyTV, Univision and Telemundo affiliates. It also streams live Sunday mornings at 9:30 a.m. ET.

Read more about us at: http://fullmeasure.news/about
Find out where to watch us at: http://fullmeasure.news/about
Like us on Facebook: https://www.facebook.com/FullMeasureNews
Follow us on Twitter: https://twitter.com/FullMeasureNews",1,Full Measure with Sharyl Attkisson
2855,"The state attorney general leading the fight against President Obama’s executive actions on immigration told The Daily Signal he is ""very confident"" the courts will rule in his favor.",1,The Daily Signal
2856,"http://www.rightwingwatch.org/content/bill-donohue-non-religious-people-need-therapy-they-die-prematurely-and-are-disproportionate
Right Wing Watch reports on the extreme rhetoric and activities of key right-wing figures and organizations by showing their views in their own words. In this video, Bill Donohue of the Catholic League suggests non-religious people are insane, volunteers to pay for their therapy.",0,RWW Blog
2857,Accuracy in Media President Adam Guillette joined American Agenda on Newsmax to discuss the election and media bias.,1,Accuracy in Media
2858,"Theo Jansen’s Strandbeests, wind-powered sculptures that walk on the beach.

Still haven’t subscribed to The New Yorker on YouTube ►► 
http://bit.ly/newyorkeryoutubesub
 


Theo Jansen’s Wind-Powered Sculptures | The New Yorker",0,The New Yorker
2859,"Officials warn public of dangers at secretive Nevada base and signal that the Air Force stands ready; national security correspondent Jennifer Griffin report from the Pentagon. #SpecialReport #FoxNews

FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX News Radio, FOX News Headlines 24/7, FOXNews.com and the direct-to-consumer streaming service, FOX Nation. FOX News also produces FOX News Sunday on FOX Broadcasting Company and FOX News Edge. A top five-cable network, FNC has been the most watched news channel in the country for 17 consecutive years. According to a 2018 Research Intelligencer study by Brand Keys, FOX News ranks as the second most trusted television brand in the country. Additionally, a Suffolk University/USA Today survey states Fox News is the most trusted source for television news or commentary in the country, while a 2017 Gallup/Knight Foundation survey found that among Americans who could name an objective news source, FOX News is the top-cited outlet. FNC is available in nearly 90 million homes and dominates the cable news landscape while routinely notching the top ten programs in the genre.
 
Subscribe to Fox News!  https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/

Watch full episodes of your favorite shows
The Five: http://video.foxnews.com/playlist/longform-the-five/
Special Report with Bret Baier: http://video.foxnews.com/playlist/longform-special-report/
The Story with Martha Maccallum: http://video.foxnews.com/playlist/longform-the-story-with-martha-maccallum/
Tucker Carlson Tonight: http://video.foxnews.com/playlist/longform-tucker-carlson-tonight/
Hannity:  http://video.foxnews.com/playlist/longform-hannity/
The Ingraham Angle: http://video.foxnews.com/playlist/longform-the-ingraham-angle/
Fox News @ Night: http://video.foxnews.com/playlist/longform-fox-news-night/
 
Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on Twitter: https://twitter.com/FoxNews/
Follow Fox News on Instagram: https://www.instagram.com/foxnews/",1,Fox News
2860,"http://www.rightwingwatch.org/content/glenn-beck-says-god-has-raised-ted-cruz-and-asking-us-choose-between-good-evil

Right Wing Watch reports on the extreme rhetoric and activities of key right-wing figures and organizations by showing their views in their own words. In this video, Glenn Beck campaigns for Ted Cruz in Indiana, declaring that God has raised him up, just like George Washington, and is testing the nation to choose between good and evil.",0,RWW Blog
2861,"Thousands of people descended upon Washington, D.C. the first-ever March For Our Lives, an anti-gun march following February's horrific shooting at Marjory Stoneman Douglas High School in Parkland, Florida. 

While many are focused on gun control—we bring you a perspective you likely won't hear from other networks.",1,The Daily Signal
2862,"The new Shariah tribunal in Irving, Texas, is trying to assure Americans they're not planning to follow the type of Shariah law practiced in Muslim countries. But critics aren't convinced.
",1,CBN News
2863,"Frank Gaffney of the Center for Security Policy in DC explains the importance of women getting involved to prevent ""creeping Sharia"" from taking over America.

PolitiChicks.com began as a 2012 weekly web series with an evolving/changing variety of anchors.  They covered politics and current events, meant to inspire, inform and entertain. It's the Conservative answer to 'The View'.  Today it is a respected go-to website in New Media, led by owners Ann-Marie Murrell and Morgan Brittany.  Follow PolitiChicks.com daily

Follow us:
http://www.politichicks.com
http://www.facebook.com/politichicks
http://www.twitter.com/ThePolitiChicks

Shop:
www.politichicks.com",1,PolitiChicks
2864,"Read the story here: https://www.campusreform.org/?ID=14295

(Official White House Photo by Pete Souza)
-----------------------------------------------------------------------------------------------------------

Follow us on Twitter ► http://twitter.com/campusreform
Like us on Facebook ► http://www.facebook.com/CampusReform

Campus Reform, a project of the Leadership Institute, is America's leading site for college news. As a watchdog to the nation's higher education system, Campus Reform exposes bias and abuse on the nation's college campuses.

Our team of professional journalists works alongside student activists and student journalists to report on the conduct and misconduct of university administrators, faculty, and students.

Campus Reform holds itself to rigorous journalism standards and strives to present each story with accuracy, objectivity, and public accountability.",1,Campus Reform
2865,"Joe Biden supporters at Marymount University were shocked when they first heard a series of quotes from the Presidential candidate that many have called 'racist.' Many students said they would reconsider their support of the former Vice President after hearing his former words. 
-----------------------------------------------------------------------------------------------------------

Follow us on Twitter ► http://twitter.com/campusreform
Like us on Facebook ► http://www.facebook.com/CampusReform

Campus Reform, a project of the Leadership Institute, is America's leading site for college news. As a watchdog to the nation's higher education system, Campus Reform exposes bias and abuse on the nation's college campuses.

Our team of professional journalists works alongside student activists and student journalists to report on the conduct and misconduct of university administrators, faculty, and students.

Campus Reform holds itself to rigorous journalism standards and strives to present each story with accuracy, objectivity, and public accountability.",1,Campus Reform
2866,"For all the latest news and commentary, visit https://www.ConservativeReview.com ; CR on FB: https://goo.gl/A6Y7ZZ
• President Obama, you really stuck it to Americans on Obamacare. Costs are skyrocketing and some areas of the country only have access to one insurance plan.

• That’s not a marketplace; that’s a monopoly.",1,Conservative Review
2867,,1,Conservative Tribune
2868,"California is the first state to require all new homes have solar power. That could lead the way for other states to follow suit. And who doesn’t love the idea of free, clean energy from the sun? But it’s not quite that simple. It turns out free can be costly and clean can be dirty. Today’s cover story is: solar opposites. 
---------
Full Measure is a weekly Sunday news program focusing on investigative, original and accountability reporting. The host is Sharyl Attkisson, five-time Emmy Award winner and recipient of the Edward R. Murrow award for investigative reporting. She is backed by a team of award winning journalists.

Each week, we have a cover story that explores untouchable topics in a fearless way including: immigration, terrorism, government waste, national security and whistleblower reports on government and corporate abuse and misdeeds.

Full Measure is broadcast to 43 million households in 79 markets on 162 Sinclair Broadcast Group stations, including ABC, CBS, NBC, FOX, CW, MyTV, Univision and Telemundo affiliates. It also streams live Sunday mornings at 9:30 a.m. ET.

Read more about us at: http://fullmeasure.news/about
Find out where to watch us at: http://fullmeasure.news/about
Like us on Facebook: https://www.facebook.com/FullMeasureNews
Follow us on Twitter: https://twitter.com/FullMeasureNews",1,Full Measure with Sharyl Attkisson
2869,"__________________________
About: MRCTV is an online media platform designed to broadcast conservative values, culture, politics, liberal media bias, and entertainment to a new and diverse audience on a social media optimized site.
Our goal is to break down the boundaries between traditional conservative media and mainstream culture.   

Subscribe: http://bit.ly/2yAUji9

Follow Us
Website: http://www.mrctv.org
Facebook: http://facebook.com/MRCTV
Twitter: http://bit.ly/2z0B9qe

MRCTV is brought to you by the Media Research Center. The mission of the MRC is to create a media culture in America where truth and liberty flourish. The MRC is a research and education organization operating under Section 501(c)(3) of the Internal Revenue Code.",1,MRCTV
2870,"Don't Blame Biden - Blame The GOP

Brett R. Smith & Chris Barron discuss Chris's new Op-Ed for The Political Insider, ""The GOP’s Missed Opportunity On Infrastructure Now Costs Us Big Time""

Read Chris's Op-Ed:https://bit.ly/3sTioNk",1,The Political Insider
2871,"President Trump Asks Media to Show Full Crowd in Reno, Nevada. 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCHqC-yWZ1kri4YzwRSt6RGQ/join

🔴  Subscribe to RSBN for more LIVE streams and Breaking NEWS: http://bit.ly/2gDGbkh

🔴  Donate to RSBN and help keep us on the air: http://rsbn.tv/donate

🔴  Follow us on Twitter for breaking news updates: http://twitter.com/RSBNetwork

🔴  Like us on Facebook for more live streams and updates: http://facebook.com/rightsidebroadcasting",1,Right Side Broadcasting Network
2872,"America’s Fastest-Growing Newspaper is Now Available on Any Device: 🔵  http://ept.ms/EpochNews
Get real news other media outlets don't report.  ⭕️https://bit.ly/EpochNewspaper

Recently We Media published a video introducing every single unfinished building in the county. The video went viral. Local residents revealed that the local government is extremely corrupt and the lands to build these unfinished infrastructures were purchased from the locals with low prices. Many houses were demolished by the government without notice and compensation. Local residents are being suppressed by the government for defending their rights.

The video also shows that the same problem exists in Sandu County, near Dushan County. Sandu County is also a poor county and has 10 billion yuan in debts ($1.4 billion USD). There are many expensive investments of unfinished buildings that cost billions of dollars.

#CCP #China #Economy

Sign the Petition to Investigate, Condemn, and Reject the Chinese Communist Party👉 https://rejectccp.com

------------------
SUBSCRIBE OUR CHANNEL TODAY: 
🔔https://bit.ly/EpochSubs

WATCH MORE ON YOUTUBE
🔵[Exclusive investigative report] The first documentary movie on the origin of CCP virus
👉https://bit.ly/OriginOfVirus

🔵[Special Report] Manipulating America: The Chinese Communist Playbook
👉 https://bit.ly/ManipulatingAmerica

🔵New Documentary Exposing ‘the CCP Method’ | Three-step Method
👉https://bit.ly/TheCCPMethod

🔵Special Report Exploring the Pandemic’s Wall Street Connection
👉https://bit.ly/PandemicWallStreet

🔵 Investigative Report: The Coverup of the Century
👉 https://bit.ly/CoverupOfCentury

------------------
Get the latest updates as well as exclusive reporting and first-hand videos about the CCP virus from The Epoch Times website.
▶️ https://www.theepochtimes.com/coronavirus
------------------
SUBSCRIBE TO THE EPOCH TIMES
Print subscription (delivery inside the U.S only):
https://theepochtimes.f2vr2q.net/q9Bob",1,The Epoch Times
2873,"A haunting film that underscores the persistence of mass shootings in America during the past several years.

Still haven’t subscribed to The New Yorker on YouTube ►► 
http://bit.ly/newyorkeryoutubesub
 


Looking Back at Mass Shootings After Parkland | The New Yorker",0,The New Yorker
2874,Alex Jones is definitely not bragging.,0,mediamatters4america
2875,Veteran journalist M. Stanton Evans accepts the Barbara Olson Award at The American Spectator's 2011 Robert L. Bartley Gala Dinner.,1,American Spectator
2876,"James O'Keefe, founder of investigative journalism nonprofit Project Veritas, secretly recorded CNN 's morning meetings “for months,” and released the first batch of tapes on Dec. 1. 

------------------
America’s Fastest-Growing Newspaper is Now Available on Any Device:   🔵  http://ept.ms/EpochNews

#US #Election #EpochNews

------------------
SUBSCRIBE OUR CHANNEL TODAY: 🔔 https://bit.ly/EpochSubs

------------------
WATCH MORE ON YOUTUBE
🔵 [Exclusive investigative report] The first documentary movie on the origin of the CCP virus 👉https://bit.ly/OriginOfVirus

🔵 [Special Report] Manipulating America: The Chinese Communist Playbook 👉 https://bit.ly/ManipulatingAmerica

🔵 New Documentary Exposing ‘the CCP Method’ | Three-step Method 👉https://bit.ly/TheCCPMethod

🔵 Special Report Exploring the Pandemic’s Wall Street Connection 👉https://bit.ly/PandemicWallStreet

🔵 Investigative Report: The Coverup of the Century 👉 https://bit.ly/CoverupOfCentury

------------------
Buy the book ""How the Specter of Communism Is Ruling Our World"" go to
https://epochshop.com/
https://epochshop.com/collections/frontpage/products/new-how-the-specter-of-communism-is-ruling-our-world-3-books-shipping-after-july-1
------------------
Sign the Petition to Investigate, Condemn, and Reject the Chinese Communist Party👉 https://rejectccp.com",1,The Epoch Times
2877,"For all the latest news and commentary, visit https://www.ConservativeReview.com ; CR on FB: https://goo.gl/PcTXE2
Matt Kibbe explains that socialism may be the hot new thing for progressives, but it is not joking matter. Socialism kills, and history is the proof.",1,Conservative Review
2878,Daily Wire Editor-in-Chief Ben Shapiro takes on the myth that Donald Trump is a truth-teller.,1,The Daily Wire
2879,Many women wonder if drinking during their pregnancy is safe. New analysis of previous studies on the matter offers new insight — find out what you need to know!,1,LifeZette
2880,"From The American Conservative's 11/7/19 foreign policy conference: “Regime Change: How to Replace the Beltway Blob with the Foreign Policy Americans Want.”


Throwing a Monkey Wrench into the Military Industrial Complex

* Heather Brandon-Smith–Legislative Director, Friends Committee on National Legislation
* Jeff Groom — Author, American Cobra Pilot: A Marine Remembers a Dog and Pony Show. 
* Trevor Thrall–Associate professor, Schar School of Policy and Government, George Mason University
* Peter Van Buren–Author, We Meant Well: How I Helped Lose the Battle for the Hearts and Minds of the Iraqi People
* Moderator: Reid Smith–Manager, Foreign Policy Initiatives, Charles Koch Institute

Check out more of TAC's foreign policy coverage at our website, https://www.theamericanconservative.com/",1,The American Conservative
2881,"Friday, October 23, 2020: Join the RSBN crew for live coverage as President Donald J. Trump holds a campaign event at ST Aerospace in Pensacola, FL.

Donald J. Trump for President, Inc. announced that President Donald J. Trump will deliver remarks at Make America Great Again Victory Rallies in The Villages, Florida on Friday, October 23rd, 2020 at 4:30 PM EDT and in Pensacola, Florida on Friday, October 23rd, 2020 at 7:00 PM CDT. These events will feature remarks from President Donald J. Trump and Republican candidates.

Friday, October 23, 2020 at 7:00 PM CDT
President Donald J. Trump Delivers Remarks at a Make America Great Again Victory Rally in Pensacola, Florida

ST Aerospace
1 Merlion Way
Pensacola, FL 32504

Watch LIVE: President Trump Holds Make America Great Again Rally in Pensacola, FL 10-23-20

🔴  Subscribe to RSBN for more LIVE streams and Breaking NEWS: http://bit.ly/2gDGbkh

🔴  Donate to RSBN and help keep us on the air: http://rsbn.tv/donate

🔴  Follow us on Twitter for breaking news updates: http://twitter.com/RSBNetwork

🔴  Like us on Facebook for more live streams and updates: http://facebook.com/rightsidebroadcasting",1,Right Side Broadcasting Network
2882,"Black Lives Matter has brought violence and destruction to Iowa. Senate candidate Theresa Greenfield refuses to endorse the group publicly. Privately, however, she told our investigator something entirely different. For more on Accuracy in Media, visit https://www.aim.org/",1,Accuracy in Media
2883,"It’s back! Every year as summer comes to an end, pumpkin spice begins to invade coffee shops and grocery stores across the country. It’s an epidemic that’s often troublesome — even horrifying — if you suffer from pumpkin allergies.",1,LifeZette
2884,"The California Democrat is at it again. During Thursday’s Congressional Black Caucus Foundation town hall on civil rights issues, Waters delivered a message that was filled with race-baiting language, anger and divisiveness.",1,LifeZette
2885,,1,The American Conservative
