,index,text,class_id,website,author
1629423,1166017,"@skyserf Another 138,000 votes for Biden!",1,Newsmax TV,James Last
1134830,1521255,"I'll be VERY brief here : McCain and Trump.  Trump's LACK of ""NICENESS"", forever on display, was shown when he disgustingly and shamelesly attacked McCain, saying he was "" not a war hero because he had been captured.  I like people who weren't captured.""  Trump then not ONLY INSULTED McCain, and pointed out what a DRAFT-DODGING HYPOCRITE, HATEFUL BISH and LIAR he is, but he also succeeded in OFFENDING any objective and ethical Veteran and service member, ESPECIALLY those where were P.O.W.s at one time. True patriotic Americans also took note of that NOT ""NICE"" Trump display, that sadly, we now TRAGICALLY EXPECT from him.  Fox News even took note of Trump's rudeness, bishi-ness, hatefulness and vindictiveness,  calling out Trump for not speaking kindly about Sen Mccain's end-of-days. Trump even went so far as to extend North Korea's Kim Hung Un the 'WARMEST REGARDS"", but fell intentional silence about McCain.  Trump barely caved, and spoke of his concern going out to McCain's family, but refused to speak about McCain in any NICE or DECENT way. We now know Trump both BLOCKED the White House's prepared KIND words about McCain, and tried to keep the US Flag from being lowered half-way in his honor too.  We KNOW that Trump MOCKED McCain's challenged walk, in the same DIGUSTING, SHMAEFUL and SHTT,  LOW-LIFE way Trashy Trump made fun of a dislabled reporter and imitated Hillary Clinton's temprorary disability from pneumonia.  Trump is SO NOT ""NICE"", that that didn't bother him a bit, when's he has no conscience nor filter, , and thought making fun of the sick and disabled is somehow statesmanlike, Christ-like,  and gentlemanly,  DESPITE he having a newphew who's disabled, and his own father, equally HATEFUl, BULLYING and BIGOTED, Gred Trump a KKK supporter, who suffered and DIED from pneumonia. ... I'll stop there. ...Yeah, so do that, please, ""BE NICE""... it will truly SHOCK and TAKE TRULY GOOD, CHRISTIAN, MORLA and MANNERED folks by complete surprise.",1,Fox News,Daniel K
2006872,335438,the protesters in all the cases I am aware of,1,The First,Gerrad Reynolds
1006737,6081,A lady new this5yrs ago and died but warned us about these machines,1,One America News Network,T N
1474270,578203,They say that both trump and Biden are ninety two  points so that's not good,1,Right Side Broadcasting Network,CONNIE Orman
1705012,1819002,Kind of need a follow up. Did they end up clicking and building a life together? So sad they were separated.,0,The Atlantic,global.001
341018,759660,The only good part about this video is the song at the end. Everything else is just down right horrible. i hate this country...,1,Project Veritas,larsattack
1691077,138590,Americans are not stupid most of us know this poor young man was murdered by the demafia,1,One America News Network,Sabine
120381,1687322,i dont see any fact checking from the Press. Sec. ???,1,BlazeTV,Melvin Banagan
1904345,1255530,You've said what I like to hear on this day. I THANK YOU,1,Newsmax TV,Norman Schwartz Jr
1440844,537911,Bless you citizens of Poland!  You're one of the only countries I care to visit.,1,Right Side Broadcasting Network,A True Faith
621532,2229159,"This has to be one of Beck's best, completely unhinged. All those years he sat through speeches by Bush as he tried to string together one grammatically coherent sentence, quite apart from the financial mess he left the country in. Also the invasion of a country nothing to do with Bin Laden, his failure to get Bin Laden, his failure to stop 9/11 and yet Beck has nothing negative to say about Bush but loads to say about Obama.",0,RWW Blog,Tridhos
623066,1079607,"Let me guess, this was at a government-controlled college? From now on, when I hire people, I'm gonna make sure that they DON'T have a college degree from a ""community college.""",1,MRCTV,DefendersOfWomen
909468,2043168,So why can't we abort the possible lives then?,1,The Daily Wire,Grace James
544976,941516,"FINALLY MY PRAYERS WERE ANSWERED. I LOOOOOOOOVE THIS VIDEO. PRES. TRUMP I GOT YOUR BACK FOREVER! 💙 TRUMP!
TRUMP IS 💗 TRUMP IS LIFE!!!",1,Breitbart News,Eddie Feitosa
1304262,1174536,@jumpieva Thats right anything they can think of thats stupid. Why would anyone ever agree with the left when all their policies and agendas are those of the socialist/communist way.,1,Newsmax TV,fairy grider
1136246,449194,"""it hinders individualism and crushes the American dream its just not optimal.""

How so?",1,Campus Reform,booksRbad
368278,848931,I send my love from England. LOVE AND PEACE.,1,Breitbart News,Nicky Redfern
624442,770952,"Fascinating, but I have to wonder why all the video cuts? I really believe James O'Keefe is obsessively dedicated to truth based on some of his long-form conversations like with Eric Weinstein. But it might be better to avoid video cuts and to instead silence the audio for anything you shouldn't publicize, just censor it as confidential or whatever. Still, overall, I can't imagine why a relatively high level local official would say all this publicly if it isn't true... nothing but a lawsuit and getting fired coming his way if he was lying.",1,Project Veritas,Nemo Sundry
2036730,2039713,"Eh, he's actually been pretty humble in defeat from what I've seen (outside of when Khabib jumped on his crew after the match).  His loss was probably a combination of rust and Khabib's skill more than anything",1,The Daily Wire,audiorage82407
1229710,340791,"I won't watch.  I vote with my pocketbook - no money for you, NFL, no money to your advertisers, either.  Don't worry, soon the owners will be begging for a government bailout.",1,The First,Thor Hammerhead
2016354,1783503,@AChristian TargetedIndividual Jews and Egyptians are Caucasoid populations.,0,The Root,Gordon Shumway
1056289,64320,what kill new yorker is 10million dollar rent for same place elsewhere for 10k.,1,One America News Network,Xin Kingdom
1046438,2043855,It's interesting how different Ron Wyatt sounds from this fellow.,1,The Daily Wire,John Smith
1350901,1028946,Thank you Jesus for your great Love and bringing these people to freedom! 🙌💕,1,CBN News,Cynthia Rosser
948721,1998806,"This is exactly why when I have kids, I’m gonna teach them about politics, I’m not gonna be biased, then by the time they are 13 or 14 and can begin to formulate their own political views, I will start to watch the news with them and have political debates:discussions with them

I want them to be able to think for themselves and not be republicans because I’m republican, but because that’s what they believe in

That’s what my aunt did for me and it worked wonders",1,The Daily Wire,Joe. Biden
1313957,292821,"Dan Thomas:  No, this sicko thinks he’s God.  Clearly, he believes that he is not only qualified but obligated to make life an death decisions on folks, simply based on whether or not they “REPECT HIS AUTHORI-TAH!”  Further, he has the divine power to extend this amazing, miraculous power of life or death for members of our society to any police officer that basks in his presence. 

This Grossman character is even more twisted, sinister, idiotic and evil than his counterpart in the television show, “South Park.”",0,The New Yorker,W. B.'s Friends and Fun email address
1358126,2017496,You want scary?    Here's scary!   She may be president before his term is over.,1,The Daily Wire,Observer585
1169413,79552,"Demonrats are pushing for mail-in ballots for a reason. The next 3 months should be interesting to say the least, as their desperation becomes more and more evident.",1,One America News Network,Steven Faults
1588807,1149476,"Why isn't Hillary Clinton in prison?
Why isn't Biden in prison?",1,Newsmax TV,Cheyenne Summer
389507,843512,That is what I am talking about.  Kayleigh is smart and beautiful,1,Breitbart News,Paul Anthony
867820,142298,"No.
Britian needs LeeKuanYew. No buts in taking down rioters and still believe in a multiracial/multireligion/multiculture country.",1,One America News Network,RonLarhz
930832,1172923,"@Pat O 
Biden won my CHEATING the system..but at the end it will come down to Trump winning..Rudy Guiliani and legal team have witnesses  signed affradavits..and statistic data..",1,Newsmax TV,Christine Newhouse
564681,523549,Thank you Arizonia leaders for listening!!,1,Right Side Broadcasting Network,James Watkins
2165296,1067464,God has a army and we are his army God is also a man war order to protect any religious standpoint what’s your have to do you have to fight and die for that you can’t forgive your enemies in a situation like this you have to fight for your life and fight for the Honor of God have to get ready to go to war,1,CBN News,Lefty R Right
2004921,397159,"@Matt Barnes ""these people should not be called liberals.its an inversion of the truth."" I want the truth, so please provide me with facts that trump was a good president, when I have provided an plenty of evidence of his failures.",1,Campus Reform,Norman
123502,1448224,I live in California but dang I wish I lived in Florida.,1,Fox News,random person 344
1578697,490422,"Guys, do you think that if things like the constitution, American freedom struggle, Civil war, and other noteworthy events were taught with more passion in schools, than the youth would develop a better sense of personal responsibility and respect? Because right now I don’t see it happening in the country where schools and campuses have become tools for indoctrination and control!",1,Campus Reform,Prathamesh Kale
1379080,976759,for those who do not understand the Spanish language find somebody that is bilingual like I am to explain this to you.,1,CBN News,Kenneth Noguera
1563775,602391,@Elmer Fudd give it a few minutes. You’ll figure out the logic eventually.,1,Right Side Broadcasting Network,Common Sense
1279902,682290,"I loooove you guys. Thanks for being willing to do this. It's about time Acorn is exposed for what they truly are. I can't wait to hear Scott Levinson defend this.  I think you two have a brilliat career ahead of you as journalists whether it's your own news show or workiong for someone else. Thank you, thank you, thank you!",1,Project Veritas,GenevaPilgrim
2233401,8125,"LOOP HOLES IN THE LAWS 
IT SEEMS ALL ILLEGALS KNOW ABOUT THESE LOOP HOLES !!!!!!!!",1,One America News Network,Precious Gems
569790,551284,"Oh, yes it will! They LOVE President Trump, just like we all do! 
🇺🇸🇺🇸❤️ TRUMP-PENCE ❤️🇺🇸🇺🇸",1,Right Side Broadcasting Network,M Wyn
775676,1962796,"I don't see why marriage at all should be argued about. It's a bit unnatural anyways... You don't see dogs, chickens, molluscs or anything else getting married apart from humans. Except the few who go ahead and marry animals... I think if there is to be marriage, then a human marrying another human should be enough. And that's the only argument there should be to it.",0,mediamatters4america,Sergio Merenda
1176677,267624,Re watch this part 5:55 🤣 the lady moved a bit away like telling the person behind her is like “not too close”,0,The New Yorker,Goku
349373,1681054,I miss Trey Gowdy but Jim Jordan does a fine job also!!,1,BlazeTV,Cole Mock
241781,1505049,"B E W A R E !!! This is the way socialists act, behave worldwide in order to secure power for themselves!!",1,Fox News,Jorge García-Maneiro
1904041,665237,Please also back this up elsewhere such as on Bitchute,1,Project Veritas,AKARazorback
934551,1340481,"I'm not referring to POTUS Trump - he can express anything in any genre that suits his audience, bless him !!",1,Newsmax TV,Calla Media ROK
425920,1726991,Ayeee it's liberty (or Jenna)! And he mention fleccas talk. Im Subscribing!,1,BlazeTV,Adrian Retano
1333099,337238,"If people stand and think it’s okay for social media and msm to censor and stop the dialogue of the president, when are they going to realize that they could be next and that there is no stopping them!",1,The First,F D
2227266,2203305,"Actually, if we were to build a ""space ark"" or establish an extra-planetary colony, it would be best to send only women and a sperm bank. It's much more efficient that way unless someone comes up with some kind of artificial uterus.",0,RWW Blog,TheCollarFamily
511618,1258839,"@bill johnston Oh Bill, you're in for a startling awakening.",1,Newsmax TV,Maureen Sullivan
2177353,14603,Well that's embarrassing.  I'd hate to have Evergreen on my resume.,1,One America News Network,bluemystic7501
2044514,841463,"Lol! That's our courageous, brilliant, awesome President!! I am so thankful that he is telling those dirty, nasty, twisted FAKE NEWS idiots exactly what he thinks of them, and he is so right! I love our beloved President and that our Almighty Heavenly Father every day for blessing us with him!!!",1,Breitbart News,Lori Hancock
1632586,192712,"Colette, it is difficult for most of us to understand what the truth is. I hope you know you are not alone in those feelings. The only thing in this world for CERTAIN is knowing Jesus and His love for you. When we have Jesus, God is faithful to give you peace in the storm. Jesus is the ANSWER! I pray you know His Presence and peace at these difficult times!",1,The Epoch Times,Father's Daughter
2112804,1172852,People that don't understand computers is going to eat this all up,1,Newsmax TV,Carlos Cuevas
1785582,893108,"I agreed with most of what she had to say except for this part, ""there are more new gun owners then ever before. This has to stop!"" It can be found at about 0:19",1,Breitbart News,Nothing Left
2191638,1378983,The reporter love the sound of their own voice!,1,Fox News,MoonShine Bri
290348,1282875,@Mark Moscatello do you have brain damage?,1,Newsmax TV,joejunior1974
1415906,588516,Livestream ended just when the hypocrisy of the Mainstream media was getting hammered.,1,Right Side Broadcasting Network,Mike65809
773213,1467366,"Replace Turds with Terrorists, that's what they are!",1,Fox News,IslandGirl 9152
1437074,463828,I think these students need to extend their college education to 6 years 😳 for a 4 year degree,1,Campus Reform,R Ryan
782049,1679166,But wait Youtube said it's over......BIG TECH,1,BlazeTV,Mr.T
1979464,2190739,@Lord byron​  I've learned to capitalize scientific Theory to differentiate it from theory hypothesis.   ,0,RWW Blog,charlidog2
1288576,1144286,"Wait, Van Jones was at MAGA rally in Oklahoma. The same rally Herman Cain attended. He's a disgrace to Black America",0,Daily Kos,Jermaine Reed
1834290,1904500,"Then, that person is imposing of his state of being on others.",0,The Atlantic,Mojo Jim
1286309,1726573,@Lissy D keep in mind that the government censored the press back then.....although getting a Democrat to acknowledge that is another story.,1,BlazeTV,Chris L
1422396,37187,Don’t even play Fox News anymore discuss them we’re beyond that now,1,One America News Network,allan joyce
620986,1773731,How are Dems getting away with this? Makes me feel angry and helpless.,1,BlazeTV,Brenda
1701958,1211650,"""Kings take pleasure in honest lips;
they value a man who speaks the truth.""
-- Proverbs' Wise Saying 16:13

Also, truth;
""If a ruler listens to lies
 all his officials become wicked.""
--29:12",1,Newsmax TV,SingMySong
1804608,473549,"Don't they realize that if there are open borders that they won't be able to use that degree that you just spent years on because someone else has taken that job for a cheaper wage. Owners will get the cheapest labour possible and when they don't perform, get someone new for the same wage as anyone can come in to work",1,Campus Reform,Paul Abell
2115853,166493,This is some really good journalism. You just earned yourself a new subscriber. Thanks for telling the truth.,1,One America News Network,Western Assyrian
650433,398749,"I hear heroin addiction can be fun, and slightly more valuable than college.",1,Campus Reform,BUBearL
748304,993559,It's all about the money. Show us the benjamins.,1,CBN News,Glenn Cordova
1120738,941405,I had to go back to watch it just to look at him.. He surely knew what was coming 😆,1,Breitbart News,Chichi Ojunta
345222,2125410,What the hell does Obama know about masculinity?????????????????????????,1,The Daily Wire,Wally Brown
1188102,1170311,They do tend to get hostile when questioned in a way they are not pleased with. Nancy wears it on her sleeve.,1,Newsmax TV,Don Walker
2175212,802139,@Montblanc lol her front right headlight is all busted out as well. I doubt its because she left her lights on. She probably has an old battery and it's cold outside so it's struggling,1,Project Veritas,Jason McKnight
1316015,202621,"Lucas Monet,
What were they thinking?
It was Clinton that supported what Bush, Sr. wanted, which was Globalization or the New World Order with China as the lone superpower!  This was supported by Bush, Jr., and then Obama!  Hillary was supposed to finish the job which included a nuclear war with China that China was to win and then the US would be just another 3rd-world sh!thole country without a constitution or a Bill of Rights!  That's what they were thinking!",1,The Epoch Times,Sarah Haugh
436281,1929593,LMAO the second guy had to walk her through it like he was talking to a five year old,0,mediamatters4america,Redberry Backup
327399,2238261,"now imagine if Romney was a very successful, Muslim democrat running for President... would he be saying the same things?",0,RWW Blog,Usman Shabbar
1415626,916391,M&M climate has changed a million times since 1904 literally these kids don’t have a job that’s why they’re out slacking off like jerk offs,1,Breitbart News,Freddy Bañuelos
2239905,600465,"Thanks Right Side Broadcasting for having your cameras there. You're good guys and gals :). p.s regarding money, have you considered getting in touch with Donald himself and asking him to help? I don't think you have anything to lose and he only has to come to your channel to see you are very much on his side. Good luck",1,Right Side Broadcasting Network,Phite Onn
1444437,92419,"Btw we haven't seen the Mueller report yet, and since Trump is on his 10 billionth lie, I will wait to see the truth by mueller....feel free to mingle with pathological fox news",1,One America News Network,Will Shelton
209712,1752693,"Excellent work by Glenn and his team!!!!!
Now that we have evidence I think it’s time for WE THE PEOPLE TO BE JUDGE AND JURY- NO POLITICIANS ALLOWED.We clear them all out",1,BlazeTV,Mike D.
373851,1706656,"195,615 * .06 = 11,737 people who have died from Covid-19 (With no pre-existing conditions).",1,BlazeTV,JohnRinNoHo
1535853,1731436,This is exactly why I love Jim Jordan. Takes no bs and doesn’t hold back what he has/wants to say,1,BlazeTV,McLovin
1823659,2229300,"Wow. Watch the interview. His brother said ""he had a few hand guns, maybe one shot gun..."". So this is a lie. He did have guns.",0,RWW Blog,A F
288342,346825,We need to do election again with proper ID and poll watcher to monitor the counting !!,1,The First,Kathy Lin
1897641,1315197,"Just wondering what happened to ""The Kraken"". Has it been released yet? Did I miss it?",1,Newsmax TV,Marcel Lecours
279184,1279521,Pelosi needs to be investigated for denying President Trumps request to place the National Guard at the State Capitical days prior to 1/6/21.,1,Newsmax TV,Terry Delorenzo
790046,880981,The “journalists” are making us all leave the Democratic Party. They are so full of lies and hate.,1,Breitbart News,Aisha Mohammed
735903,1994370,Same here. Thats how you learn though. I have to take breaks too lol.,1,The Daily Wire,92rednotch
942280,54839,"Some of these other nations that are rich in resources, including thier people? Will also have revolutions and new governements formed. Int he age of tech? It is hard to bs your populace anymore when a kid can see the truth on their phone in their hand. It will be hard if not impossible to control people with old ideologies and politcal lies. I wish I was around 500 years from now to see back in hisotry? What I know is coming. :) That and aliens or an asteriod can also wipe us all out lol! :P",1,One America News Network,Elizabeth M
292149,1551067,"If the US stepped in and helped/aided the Ukraine, wouldn't it be seen as an act of war? I'm not siding just wondering.",1,The Daily Signal,Zodiac Official
606960,1234535,I want to see Jake tapper and Greg Kelly have an open conversation,1,Newsmax TV,Ray Barry
2215519,1773489,I would love to see the supreme Court step in and declare this impeachment null and void because it was unconstitiontial .,1,BlazeTV,Jim Burgess
785800,294556,"Oh man, that Brody Stevens ""tribute""  smile @ the end by Zach slayed me .  Gave me the howling fantods something fierce! 
R.I.P. Steven Brody Stevens",0,The New Yorker,Cal Wiggums
777436,1661686,She is too flipping awesome!!!! & Sen. HAWLEY Was very crafty with that line of questioning.. very nice move... always playing chess not checkers!,1,BlazeTV,Crystal January Galvan
866957,520220,"@Warm Violet The Ones who worked as DNC Operatives in on it, but their conscience won't let them sleep, and they've got MASSIVE INFO, need to DEMAND Rudi Giuliani PROVIDE Witness Protection Program. Of course the DNC shall try to harass them. THEY NEED PROTECTING!",1,Right Side Broadcasting Network,DemsPunkdAmerica 3rdBananaRepublicElectionTactics
1921845,1227058,"Well you seem like a normal guy, Pelosi has made me terrified of California. I won’t even go visit. Afraid something was in the water there",1,Newsmax TV,Heather S
1576515,203624,Which country isn't? All are affected . US probably more affected than China (26m unemployed in a month !!!),1,The Epoch Times,dimsum den
436442,1008416,The leaders of the leftist European country's that are critisizing Hungary are afraid that Hungary will statistically be the safest country in the European Union. Then everybody will be able to see for a undeniable fact that this multicultural super-state they dream off is a massive fail. Stay strong Hungary !!,1,CBN News,Mikeflycast
478400,1620634,@Robert Campbell so how does that then invalidate what shes saying?,1,BlazeTV,🤫🤫
1233566,1453962,Ben is not perfect but I think he has by far the best head than all the other politics I know. Wish he could be the president of my country.,1,Fox News,alex Mattos
1787271,532723,"@jamie Yoho Yes by an MIT professor.  The post office has also patented Block Chain voting. 

I don’t understand (but I do) why there were not cameras and open viewing of the tabulators so that experts can rewind and check them later. 

They knew they were losing so this is what they did. They have no same or love for America.",1,Right Side Broadcasting Network,Madera Woodworking
2029002,1519646,"@Brody Hagemeier one can only feel sorrow for all those poor souls who believe Megan who got 3 of her truths were lies, not married 3 days earlier than her day on TV no one insulted her, she has no facts of truth to prove her points. JUST A BIG MOUTH THAT  GUIDED BY A LYING HEART TO GET WEALTH AND FAME FROM PRINCE SHE MARRIED.
No one else but her first husband saw what she is made of,  her FATHER, + FAMILY, now we all know her for what she really is.  END OF STORY.",1,Fox News,Mary Berdo
1982206,76491,His ass was going to prison .So he got out under the wire.,1,One America News Network,1 antique nut
1440378,1795651,"@Super Elizabethwhats fucking racist is wanting non black peopole to say a really big racial slur used agisnt black people, and it's a word that they aren't entiled to reclaim. sorry not everyone is so ignorent to want everyone using slurs that don't belong to them.",0,The Root,Tykem Tv
2072259,1216365,They are doing their job. They just work for the wrong people. Bad people.,1,Newsmax TV,John Hannah
42097,922420,Understood? That takes an IQ bigger than her shoe size.,1,Breitbart News,ZilogBob
241589,839876,why was she so mad about the regret is not rape sign??? it isn't!,1,Breitbart News,hannah.
1047688,1381818,I've been worried about her safety. Judge Jeanine would be an incredible asset to the President's staff. She is so intelligent and beautiful she is a fantastic influence for young girls and old.,1,Fox News,Lora Davidson
610831,1433089,"@C Hansen You obviously do not know any judges... I am an attorney, there are NO stupid judges at that level. And it doesn't take 100 IQ points to see through this issue.",1,Fox News,StarSeed
299734,682823,prostitution (thats not underage) should be legal anyway. It would contribute greatly to capitalism instead of crime rates,1,Project Veritas,kajaja420
2048672,1327460,@Annette from Ca learn to speak English Raggedy Annie Loose Lips,1,Newsmax TV,HMKarn
289131,1933291,"@DeanApril14 That must be for your family doctor, but if you need to see a doctor you can still go to a walk in clinic. Beck makes it sound like we can't see a doctor at all. Rural areas seem to have the hardest time getting a family doctor.",0,mediamatters4america,pookybear74
52283,2069888,For me either.. let me get an audition to play ffs.. I'll show up early to the dedicated spot and jump through their hoops for an nfl paycheck... Or say f**k it and make em come to my back yard and tell em they're black balling me when they don't show up,1,The Daily Wire,Spoofaged
1593717,2238033,"God loves stupid, useless and meaningless miracles more than he loves his children, bring me a miracle and have hunger stop.",0,RWW Blog,RzzRBladez
69150,311222,"@Mark Maynard yeah but look at it objectively, if you know what that means",1,The First,L
1344804,41312,@WhiteFox411 - Hyperlink it's not Trump's job to fix it by himself. He asked democratic city leaders for assistance. They don't want it!,1,One America News Network,Tom M777
546251,1604214,Anything that comes out of her mouth is a complete LIE!,1,BlazeTV,Z. O.
1596627,285787,"who else is NOT watching the debate? i hope Yang will broadcast something live to compete with the debate. will be awesome yang gets higher ratings than the debate.  he got $16M, can afford something like that.",0,The New Yorker,GOD SANTA
1849523,505593,It would be easier to have them to grow thicker skin.,1,Campus Reform,Miguel Cadete
1396882,1317311,God bless President Trump and the United States of America,1,Newsmax TV,Cedric
847254,644478,"@Eugene Stoner ... I Did NOT Say A Single Word About What They Do Or Don't Care About... 
However, I Did State Very Clearly The Legal Procedures They Are Supposed To Follow !!! 
My Orginal Wording Makes It Rather Elementry To Deduce That I'm Not Happy With Illegal Judicial Activism... 

Note: Communicating Via Text Can Be Confusing, Sometimes Due Emotion, But Mostly Due Misreading... I Too Misread Sometimes, But I'm Dyslexic... Hence I've Learned To Slow Down And Read A Post Twice If It Appeared To Be Anti American... 
Last Thing I Want Is To MISTAKENLY Accuse A Patriot Of Promoting A Leftist Viewpoint... 

WWGOWGA...",1,Conservative Review,voxxpopuli
548962,1350016,"I'm watching this in 2021, and wow, what Heather warned against has only gotten worse!  Our society really has almost stopped ""dead in it's tracks""   Where is it all going to end?  Will it really be the end of our great country?",1,Fox News,kb inSeattle
1174464,1070788,That’s what happens when you allow perversions to become mainstream.,1,CBN News,Clarence Wildes
2117464,982569,"How did Blondie turn a vaccine into a vaccine with a chip?? Jesus Christ he said chips aren't necessarily used.
This is how conspiracy starts",1,CBN News,Katie H
1586696,709875,R.I.P America nothing matters anymore it’s over the N.W.O agenda 21 is here.,1,Project Veritas,ChinaJoeNotMyPrez
863443,2009763,"Actually Serena was called crazy for coming back right after a pregnancy, but by other women lol",1,The Daily Wire,Toby Lawdenay
1649519,105581,"Well Santa Fe used to be beautiful to visit. Now they have Thousands of illegal Aliens. This includes the Drug Cartel they are also in Albuquerque. So many Gangs are posting up in both areas because they also have *WEAK LAWS* So gangs and Drug Cartel get away with a lot. m
My sister works in ABQ. at the hospital. So she tells me a lot about those cities. She will be transferring out of that state in 2 wks, Thank God!",1,One America News Network,KarmaDontForget
41165,1638873,A president the armed forces would go into any battle for and the last one who’d send them there without good reason,1,BlazeTV,Bryn Stuart Jones
1132370,1423845,"My God Has His Back,HAPPY BIRTHDAY BROTHER DONALD TRUMP!!!",1,Fox News,Mike Bachert
997943,1777495,I have google and u tube thats it and thats to much,1,BlazeTV,Robert Biondo
1788670,1067347,"MARC LAC i concur 
And dont preach God Jesus
JUST BE GOOD TO MANKIND AND LOVE ❤
💖🌿🌹
 aug 27th",1,CBN News,Alexis Newell
1642765,874514,He should of asked them why aren't any of you wearing them?  I doubt they have been tested.,1,Breitbart News,BOARD GAME MAN
818133,2172003,These people are completely and utterly delusional. And I have an Idea for a really crappy movie and I want Andrew Garfield and Robert De Niro to star in it. They should just do it.,1,The Daily Wire,Dave B
1079675,717812,"These leftists have absolutely no honesty and honor.Even in their core circles,you can see that they were doing their ""job"" under the name of laws/policies/morality/justice,while what they actually did is totally against humanity.",1,Project Veritas,悟得循環真諦在
394382,1926499,"We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness.--That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed, --That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness. Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn, that mankind are more disposed to suffer, while evils are sufferable, than to right themselves by abolishing the forms to which they are accustomed. But when a long train of abuses and usurpations, pursuing invariably the same Object evinces a design to reduce them under absolute Despotism, it is their right, it is their duty, to throw off such Government, and to provide new Guards for their future security.--Such has been the patient sufferance of these Colonies; and such is now the necessity which constrains them to alter their former Systems of Government. The history of the present King of Great Britain is a history of repeated injuries and usurpations, all having in direct object the establishment of an absolute Tyranny over these States. To prove this, let Facts be submitted to a candid world.",0,The Atlantic,Eggdoggo
1252007,1692757,"""trying to hide the purpose of their argument""; look at the body language of Nadler, he can't hide any thing, Collins just dropped a bunch of truth on him, and Nadler wishes he were somewhere else.",1,BlazeTV,Posttronic
158099,1741107,"If it's only one thing you want to thing you want to thank Trump for, then thank him for exposing to a lot of us these far left globalist media organizations who are out to destroy this great country.",1,BlazeTV,Jack Straw
248972,315803,"There is only a couple tv shows I like, other than that I agree, not much on. These shows about stranded on an island, who cares. On over the air tv channels they put on a lot of older shows from the 60's, 70's and 80's. I find these are better than most anything on now.",1,The First,jdtractor man
1731705,1167186,"Hat snot right is. Gov newsome about to be recalled
Recall, good idea for other rats in the swamp",1,Newsmax TV,Ann Pippin
1807926,833271,"No offense but the interviewer is not made for interviewing, NO TACT at all! Come on we are all thinking this.",1,Breitbart News,Stephanie Groulx
995710,2097099,"Joe Biden did the cardi b interview cause he heard WAP, and thought ""i bet she'd let me smell her head""",1,The Daily Wire,Singing Tallit
1015677,531138,My gratitude to everyone at this meeting. You have done more than you can imagine. May you inspire me continuously to be grateful for this country 🇺🇸. Your inspiration will fuel mine and may we continue this challenge.,1,Right Side Broadcasting Network,HelpMeDrLee
221255,1271997,"@Mike Wilkerson kind of funny how trump supporters are always calling the left ""snowfkakes"" when all I ever see are the trump supporters who are crying and whining about everything all the time...

Let's see the excuses that you trump supporters say about these things...

Trump's secret Chinese bank account?
Or trump paying $180k+ in taxes to China?
Or trump paying $100k+ in taxes to India?
Or trump paying $100k+ in taxes to the Philippines?
Or trump paying $15k+ in taxes to Panama?
And how much has trump paid in taxes to his own country over the last 15 yrs or so?
No wonder trump doesn't want anyone to see his taxes...

Or how about trump and family making all their products in china?
or when Ivanka trump received all those Chinese trademarks while trump was fighting his trade wars and our American farmers were going bankrupt?
Or when ivanka was stealing designs from other designers and having the products made in china and india paying next to nothing in wages?

And you all claim that it's Biden that's in bed with China?

Trump claims to be a law & order president but refuses to pay for that law & order in the 14 cities that he agreed to pay for the extra police & security needed for his rallies. Trump owes almost $2 million dollars to those 14 cities & is now telling those cities to sue him if they want their money. So trump apparently does not really support the police or he would have paid them like he agreed to....guess who is going to get stuck covering all that overtime pay? The cities will have to make up those lost dollars, it's the people of those cities that will eventually have to make up the difference if the city doesn't have it. Just shows you just how much trump really cares about the people in this country.

BTW, save your childish lefty insults for others because I'm a conservative and yes, I am going to vote for Biden along with many other republicans and also with the republicans that have worked with trump who know exactly what trump is doing and has been doing to our country!
If those people are voting for Biden, that should tell you something about trump",1,Newsmax TV,Laur Pellett
1023153,509272,"This is embarrassing & shameful.   This answers so many questions though with antifa & blm.  No wonder.  They don't know what happened 19 years ago, so anything before that is unknown to them.",1,Campus Reform,Luke Mehalick
873465,1345179,Can we stay focused on the election fraud? No other issues can be resolved without lawful elections.,1,Newsmax TV,truffleturkey7
909664,583015,"Brian Kemp GA
 Refuses full audit of votes. July 2019 he met Li Qiangmin, Consul General of China in Houston. In the same month Kemp bought the Dominion Voting software. A Chinese govt company bought Dominion for $400 million.",1,Right Side Broadcasting Network,Torrito R
